"Connector Name","Connector Description","Tables","Data collection rule support","Supported by"
"Microsoft Power Platform Admin Activity","Microsoft Power Platform is a low-code/no-code suite empowering both citizen and pro developers to streamline business processes by enabling the creation of custom apps, automation of workflows, and data analysis with minimal coding. The Power Platform Admin data connector provides the capability to ingest Power Platform administrator activity logs from the Microsoft Purview Audit log into Microsoft Sentinel.","PowerPlatformAdminActivity","FALSE","Microsoft Corporation"
"Microsoft PowerBI","Microsoft PowerBI is a collection of software services, apps, and connectors that work together to turn your unrelated sources of data into coherent, visually immersive, and interactive insights. Your data may be an Excel spreadsheet, a collection of cloud-based and on-premises hybrid data warehouses, or a data store of some other type. This connector lets you stream PowerBI audit logs into Microsoft Sentinel, allowing you to track user activities in your PowerBI environment. You can filter the audit data by date range, user, dashboard, report, dataset, and activity type.","PowerBIActivity","FALSE","Microsoft Corporation"
"Microsoft Project","Microsoft Project (MSP) is a project management software solution. Depending on your plan, Microsoft Project lets you plan projects, assign tasks, manage resources, create reports and more. This connector allows you to stream your Azure Project audit logs into Microsoft Sentinel in order to track your project activities.","ProjectActivity","FALSE","Microsoft Corporation"
"Microsoft Purview","Connect to Microsoft Purview to enable data sensitivity enrichment of Microsoft Sentinel. Data classification and sensitivity label logs from Microsoft Purview scans can be ingested and visualized through workbooks, analytical rules, and more. For more information, see the Microsoft Sentinel documentation .","PurviewDataSensitivityLogs","FALSE","Microsoft Corporation"
"Microsoft Purview Information Protection","Microsoft Purview Information Protection helps you discover, classify, protect, and govern sensitive information wherever it lives or travels. Using these capabilities enable you to know your data, identify items that are sensitive and gain visibility into how they are being used to better protect your data. Sensitivity labels are the foundational capability that provide protection actions, applying encryption, access restrictions and visual markings. Integrate Microsoft Purview Information Protection logs with Microsoft Sentinel to view dashboards, create custom alerts and improve investigation. For more information, see the Microsoft Sentinel documentation .","MicrosoftPurviewInformationProtection","FALSE","Microsoft Corporation"
"Mimecast Audit (using Azure Functions)","The data connector for Mimecast Audit provides customers with the visibility into security events related to audit and authentication events within Microsoft Sentinel. The data connector provides pre-created dashboards to allow analysts to view insight into user activity, aid in incident correlation and reduce investigation response times coupled with custom alert capabilities. The Mimecast products included within the connector are: Audit","Audit_CL","FALSE","Mimecast"
"Mimecast Audit & Authentication (using Azure Functions)","The data connector for Mimecast Audit & Authentication provides customers with the visibility into security events related to audit and authentication events within Microsoft Sentinel. The data connector provides pre-created dashboards to allow analysts to view insight into user activity, aid in incident correlation and reduce investigation response times coupled with custom alert capabilities. The Mimecast products included within the connector are: Audit & Authentication","MimecastAudit_CL","FALSE","Mimecast"
"Mimecast Awareness Training (using Azure Functions)","The data connector for Mimecast Awareness Training provides customers with the visibility into security events related to the Targeted Threat Protection inspection technologies within Microsoft Sentinel. The data connector provides pre-created dashboards to allow analysts to view insight into email based threats, aid in incident correlation and reduce investigation response times coupled with custom alert capabilities. The Mimecast products included within the connector are: - Performance Details - Safe Score Details - User Data - Watchlist Details","Awareness_Performance_Details_CL; Awareness_SafeScore_Details_CL; Awareness_User_Data_CL; Awareness_Watchlist_Details_CL","FALSE","Mimecast"
"Mimecast Cloud Integrated (using Azure Functions)","The data connector for Mimecast Cloud Integrated provides customers with the visibility into security events related to the Cloud Integrated inspection technologies within Microsoft Sentinel. The data connector provides pre-created dashboards to allow analysts to view insight into email based threats, aid in incident correlation and reduce investigation response times coupled with custom alert capabilities.","Cloud_Integrated_CL","FALSE","Mimecast"
"Mimecast Intelligence for Microsoft - Microsoft Sentinel (using Azure Functions)","The data connector for Mimecast Intelligence for Microsoft provides regional threat intelligence curated from Mimecast’s email inspection technologies with pre-created dashboards to allow analysts to view insight into email based threats, aid in incident correlation and reduce investigation response times. Mimecast products and features required: - Mimecast Secure Email Gateway - Mimecast Threat Intelligence","ThreatIntelligenceIndicator","FALSE","Mimecast"
"Mimecast Secure Email Gateway (using Azure Functions)","The data connector for Mimecast Secure Email Gateway allows easy log collection from the Secure Email Gateway to surface email insight and user activity within Microsoft Sentinel. The data connector provides pre-created dashboards to allow analysts to view insight into email based threats, aid in incident correlation and reduce investigation response times coupled with custom alert capabilities. Mimecast products and features required: - Mimecast Cloud Gateway - Mimecast Data Leak Prevention","Seg_Cg_CL; Seg_Dlp_CL","FALSE","Mimecast"
"Mimecast Targeted Threat Protection (using Azure Functions)","The data connector for Mimecast Targeted Threat Protection provides customers with the visibility into security events related to the Targeted Threat Protection inspection technologies within Microsoft Sentinel. The data connector provides pre-created dashboards to allow analysts to view insight into email based threats, aid in incident correlation and reduce investigation response times coupled with custom alert capabilities. The Mimecast products included within the connector are: - URL Protect - Impersonation Protect - Attachment Protect","Ttp_Url_CL; Ttp_Attachment_CL; Ttp_Impersonation_CL","FALSE","Mimecast"
"MISP2Sentinel","This solution installs the MISP2Sentinel connector that allows you to automatically push threat indicators from MISP to Microsoft Sentinel via the Upload Indicators REST API. After installing the solution, configure and enable this data connector by following guidance in Manage solution view.","ThreatIntelligenceIndicator","FALSE","Community"
"MuleSoft Cloudhub (using Azure Functions)","The MuleSoft Cloudhub data connector provides the capability to retrieve logs from Cloudhub applications using the Cloudhub API and more events into Microsoft Sentinel through the REST API. The connector enables event retrieval to assess potential security risks, monitor collaboration, and diagnose and troubleshoot configuration issues.","MuleSoft_Cloudhub_CL","FALSE","Microsoft Corporation"
"NC Protect","NC Protect Data Connector (archtis.com) provides the capability to ingest user activity logs and events into Microsoft Sentinel. The connector provides visibility into NC Protect user activity logs and events in Microsoft Sentinel to improve monitoring and investigation capabilities","NCProtectUAL_CL","FALSE","archTIS"
"Netclean ProActive Incidents","This connector uses the Netclean Webhook (required) and Logic Apps to push data into Microsoft Sentinel Log Analytics","Netclean_Incidents_CL","FALSE","NetClean"
"Netskope Alerts and Events","Netskope Security Alerts and Events","NetskopeAlerts_CL","FALSE","Netskope"
"Netskope Data Connector (using Azure Functions)","The Netskope data connector provides the following capabilities: 1. NetskopeToAzureStorage : >* Get the Netskope Alerts and Events data from Netskope and ingest to Azure storage. 2. StorageToSentinel : >* Get the Netskope Alerts and Events data from Azure storage and ingest to custom log table in log analytics workspace. 3. WebTxMetrics : >* Get the WebTxMetrics data from Netskope and ingest to custom log table in log analytics workspace. For more details of REST APIs refer to the below documentations: 1. Netskope API documentation: > https://docs.netskope.com/en/netskope-help/admin-console/rest-api/rest-api-v2-overview-312207/ 2. Azure storage documentation: > /azure/storage/common/storage-introduction 3. Microsoft log analytic documentation: > /azure/azure-monitor/logs/log-analytics-overview","alertscompromisedcredentialdata_CL; alertsctepdata_CL; alertsdlpdata_CL; alertsmalsitedata_CL; alertsmalwaredata_CL; alertspolicydata_CL; alertsquarantinedata_CL; alertsremediationdata_CL; alertssecurityassessmentdata_CL; alertsubadata_CL; eventsapplicationdata_CL; eventsauditdata_CL; eventsconnectiondata_CL; eventsincidentdata_CL; eventsnetworkdata_CL; eventspagedata_CL; Netskope_WebTx_metrics_CL","FALSE","Netskope"
"Netskope Web Transactions Data Connector (using Azure Functions)","The Netskope Web Transactions data connector provides the functionality of a docker image to pull the Netskope Web Transactions data from google pubsublite, process the data and ingest the processed data to Log Analytics. As part of this data connector two tables will be formed in Log Analytics, one for Web Transactions data and other for errors encountered during execution. For more details related to Web Transactions refer to the below documentation: 1. Netskope Web Transactions documentation: > https://docs.netskope.com/en/netskope-help/data-security/transaction-events/netskope-transaction-events/","NetskopeWebtxData_CL; NetskopeWebtxErrors_CL","FALSE","Netskope"
"Network Security Groups","Azure network security groups (NSG) allow you to filter network traffic to and from Azure resources in an Azure virtual network. A network security group includes rules that allow or deny traffic to a virtual network subnet, network interface, or both. When you enable logging for an NSG, you can gather the following types of resource log information: - Event: Entries are logged for which NSG rules are applied to VMs, based on MAC address. - Rule counter: Contains entries for how many times each NSG rule is applied to deny or allow traffic. The status for these rules is collected every 300 seconds. This connector lets you stream your NSG diagnostics logs into Microsoft Sentinel, allowing you to continuously monitor activity in all your instances. For more information, see the Microsoft Sentinel documentation .","AzureDiagnostics","FALSE","Microsoft Corporation"
"NordPass","Integrating NordPass with Microsoft Sentinel SIEM via the API will allow you to automatically transfer Activity Log data from NordPass to Microsoft Sentinel and get real-time insights, such as item activity, all login attempts, and security notifications.","NordPassEventLogs_CL","FALSE","NordPass"
"Okta Single Sign-On","The Okta Single Sign-On (SSO) data connector provides the capability to ingest audit and event logs from the Okta Sysem Log API into Microsoft Sentinel. The data connector is built on Microsoft Sentinel Codeless Connector Framework and uses the Okta System Log API to fetch the events. The connector supports DCR-based ingestion time transformations that parses the received security event data into a custom columns so that queries don't need to parse it again, thus resulting in better performance.","OktaSSO","FALSE","Microsoft Corporation"
"Okta Single Sign-On (using Azure Functions)","The Okta Single Sign-On (SSO) connector provides the capability to ingest audit and event logs from the Okta API into Microsoft Sentinel. The connector provides visibility into these log types in Microsoft Sentinel to view dashboards, create custom alerts, and to improve monitoring and investigation capabilities.","Okta_CL","FALSE","Microsoft Corporation"
"OneLogin IAM Platform (via Codeless Connector Framework)","The OneLogin data connector provides the capability to ingest common OneLogin IAM Platform events into Microsoft Sentinel through REST API by using OneLogin Events API and OneLogin Users API . The connector enables event retrieval to assess potential security risks, monitor collaboration, and diagnose and troubleshoot configuration issues.","OneLoginEventsV2_CL; OneLoginUsersV2_CL","FALSE","Microsoft Corporation"
"Oracle Cloud Infrastructure (via Codeless Connector Framework) (Preview)","The Oracle Cloud Infrastructure (OCI) data connector provides the capability to ingest OCI Logs from OCI Stream into Microsoft Sentinel using the OCI Streaming REST API .","OCI_LogsV2_CL","FALSE","Microsoft Corporation"
"Orca Security Alerts","The Orca Security Alerts connector allows you to easily export Alerts logs to Microsoft Sentinel.","OrcaAlerts_CL","FALSE","Orca Security"
"Palo Alto Cortex XDR","The Palo Alto Cortex XDR data connector allows ingesting logs from the Palo Alto Cortex XDR API into Microsoft Sentinel. The data connector is built on Microsoft Sentinel Codeless Connector Framework. It uses the Palo Alto Cortex XDR API to fetch logs and it supports DCR-based ingestion time transformations that parses the received security data into a custom table so that queries don't need to parse it again, thus resulting in better performance.","PaloAltoCortexXDR_Incidents_CL; PaloAltoCortexXDR_Endpoints_CL; PaloAltoCortexXDR_Audit_Management_CL; PaloAltoCortexXDR_Audit_Agent_CL; PaloAltoCortexXDR_Alerts_CL","FALSE","Microsoft Corporation"
"Palo Alto Cortex Xpanse (via Codeless Connector Framework) (Preview)","The Palo Alto Cortex Xpanse data connector ingests alerts data into Microsoft Sentinel.","CortexXpanseAlerts_CL","FALSE","Microsoft Corporation"
"Palo Alto Prisma Cloud CSPM (via Codeless Connector Framework) (Preview)","The Palo Alto Prisma Cloud CSPM data connector allows you to connect to your Palo Alto Prisma Cloud CSPM instance and ingesting Alerts ( https://pan.dev/prisma-cloud/api/cspm/alerts/ ) & Audit Logs( https://pan.dev/prisma-cloud/api/cspm/audit-logs/ ) into Microsoft Sentinel.","PaloAltoPrismaCloudAlertV2_CL","FALSE","Microsoft Corporation"
"Palo Alto Prisma Cloud CWPP (using REST API)","The Palo Alto Prisma Cloud CWPP data connector allows you to connect to your Palo Alto Prisma Cloud CWPP instance and ingesting alerts into Microsoft Sentinel. The data connector is built on Microsoft Sentinel's Codeless Connector Framework and uses the Prisma Cloud API to fetch security events and supports DCR-based ingestion time transformations that parses the received security event data into a custom columns so that queries don't need to parse it again, thus resulting in better performance.","PrismaCloudCompute_CL","FALSE","Microsoft Corporation"
"Perimeter 81 Activity Logs","The Perimeter 81 Activity Logs connector allows you to easily connect your Perimeter 81 activity logs with Microsoft Sentinel, to view dashboards, create custom alerts, and improve investigation.","Perimeter81_CL","FALSE","Perimeter 81"
"Phosphorus Devices","The Phosphorus Device Connector provides the capability to Phosphorus to ingest device data logs into Microsoft Sentinel through the Phosphorus REST API. The Connector provides visibility into the devices enrolled in Phosphorus. This Data Connector pulls devices information along with its corresponding alerts.","Phosphorus_CL","FALSE","Phosphorus Inc."
"Ping One (via Codeless Connector Framework)","This connector ingests audit activity logs from the PingOne Identity platform into Microsoft Sentinel using a Codeless Connector Framework.","PingOne_AuditActivitiesV2_CL","FALSE","Microsoft Corporation"
"Prancer Data Connector","The Prancer Data Connector has provides the capability to ingest Prancer (CSPM)[https://docs.prancer.io/web/CSPM/] and PAC data to process through Microsoft Sentinel. Refer to Prancer Documentation for more information.","prancer_CL","FALSE","Prancer PenSuiteAI Integration"
"Premium Microsoft Defender Threat Intelligence","Microsoft Sentinel provides you the capability to import threat intelligence generated by Microsoft to enable monitoring, alerting and hunting. Use this data connector to import Indicators of Compromise (IOCs) from Premium Microsoft Defender Threat Intelligence (MDTI) into Microsoft Sentinel. Threat indicators can include IP addresses, domains, URLs, and file hashes, etc. Note: This is a paid connector. To use and ingest data from it, please purchase the ""MDTI API Access"" SKU from the Partner Center.","ThreatIntelligenceIndicator","FALSE","Microsoft Corporation"
"Proofpoint On Demand Email Security (via Codeless Connector Framework)","Proofpoint On Demand Email Security data connector provides the capability to get Proofpoint on Demand Email Protection data, allows users to check message traceability, monitoring into email activity, threats,and data exfiltration by attackers and malicious insiders. The connector provides ability to review events in your org on an accelerated basis, get event log files in hourly increments for recent activity.","ProofpointPODMailLog_CL; ProofpointPODMessage_CL","FALSE","Microsoft Corporation"
"Proofpoint TAP (via Codeless Connector Framework)","The Proofpoint Targeted Attack Protection (TAP) connector provides the capability to ingest Proofpoint TAP logs and events into Microsoft Sentinel. The connector provides visibility into Message and Click events in Microsoft Sentinel to view dashboards, create custom alerts, and to improve monitoring and investigation capabilities.","ProofPointTAPMessagesDeliveredV2_CL; ProofPointTAPMessagesBlockedV2_CL; ProofPointTAPClicksPermittedV2_CL; ProofPointTAPClicksBlockedV2_CL","FALSE","Microsoft Corporation"
"Qualys VM KnowledgeBase (using Azure Functions)","The Qualys Vulnerability Management (VM) KnowledgeBase (KB) connector provides the capability to ingest the latest vulnerability data from the Qualys KB into Microsoft Sentinel. This data can used to correlate and enrich vulnerability detections found by the Qualys Vulnerability Management (VM) data connector.","QualysKB_CL","FALSE","Microsoft Corporation"
"Qualys Vulnerability Management (via Codeless Connector Framework)","The Qualys Vulnerability Management (VM) data connector provides the capability to ingest vulnerability host detection data into Microsoft Sentinel through the Qualys API. The connector provides visibility into host detection data from vulerability scans.","QualysHostDetectionV3_CL","FALSE","Microsoft Corporation"
"Radiflow iSID via AMA","iSID enables non-disruptive monitoring of distributed ICS networks for changes in topology and behavior, using multiple security packages, each offering a unique capability pertaining to a specific type of network activity","RadiflowEvent","FALSE","Radiflow"
"Rapid7 Insight Platform Vulnerability Management Reports (using Azure Functions)","The Rapid7 Insight VM Report data connector provides the capability to ingest Scan reports and vulnerability data into Microsoft Sentinel through the REST API from the Rapid7 Insight platform (Managed in the cloud). Refer to API documentation for more information. The connector enables event retrieval to assess potential security risks, monitor collaboration, and diagnose and troubleshoot configuration issues.","NexposeInsightVMCloud_assets_CL; NexposeInsightVMCloud_vulnerabilities_CL","FALSE","Microsoft Corporation"
"Rubrik Security Cloud data connector (using Azure Functions)","The Rubrik Security Cloud data connector enables security operations teams to integrate insights from Rubrik's Data Observability services into Microsoft Sentinel. The insights include identification of anomalous filesystem behavior associated with ransomware and mass deletion, assess the blast radius of a ransomware attack, and sensitive data operators to prioritize and more rapidly investigate potential incidents.","Rubrik_Anomaly_Data_CL; Rubrik_Ransomware_Data_CL; Rubrik_ThreatHunt_Data_CL; Rubrik_Events_Data_CL","FALSE","Rubrik"
"SaaS Security","Connects the Valence SaaS security platform Azure Log Analytics via the REST API interface","ValenceAlert_CL","FALSE","Valence Security"
"SailPoint IdentityNow (using Azure Function)","The SailPoint IdentityNow data connector provides the capability to ingest [SailPoint IdentityNow] search events into Microsoft Sentinel through the REST API. The connector provides customers the ability to extract audit information from their IdentityNow tenant. It is intended to make it even easier to bring IdentityNow user activity and governance events into Microsoft Sentinel to improve insights from your security incident and event monitoring solution.","SailPointIDN_Events_CL; SailPointIDN_Triggers_CL","FALSE","SailPoint"
"Salesforce Service Cloud (via Codeless Connector Framework)","The Salesforce Service Cloud data connector provides the capability to ingest information about your Salesforce operational events into Microsoft Sentinel through the REST API. The connector provides ability to review events in your org on an accelerated basis, get event log files in hourly increments for recent activity.","SalesforceServiceCloudV2_CL","FALSE","Microsoft Corporation"
"Samsung Knox Asset Intelligence","Samsung Knox Asset Intelligence Data Connector lets you centralize your mobile security events and logs in order to view customized insights using the Workbook template, and identify incidents based on Analytics Rules templates.","Samsung_Knox_Audit_CL","FALSE","Samsung Electronics Co., Ltd."
"SAP BTP","SAP Business Technology Platform (SAP BTP) brings together data management, analytics, artificial intelligence, application development, automation, and integration in one, unified environment.","SAPBTPAuditLog_CL","FALSE","Microsoft Corporation"
"SAP Enterprise Threat Detection, cloud edition","The SAP Enterprise Threat Detection, cloud edition (ETD) data connector enables ingestion of security alerts from ETD into Microsoft Sentinel, supporting cross-correlation, alerting, and threat hunting.","SAPETDAlerts_CL","FALSE","SAP"
"SAP LogServ (RISE), S/4HANA Cloud private edition","SAP LogServ is an SAP Enterprise Cloud Services (ECS) service aimed at collection, storage, forwarding and access of logs. LogServ centralizes the logs from all systems, applications, and ECS services used by a registered customer. Main Features include: Near Realtime Log Collection: With ability to integrate into Microsoft Sentinel as SIEM solution. LogServ complements the existing SAP application layer threat monitoring and detections in Microsoft Sentinel with the log types owned by SAP ECS as the system provider. This includes logs like: SAP Security Audit Log (AS ABAP), HANA database, AS JAVA, ICM, SAP Web Dispatcher, SAP Cloud Connector, OS, SAP Gateway, 3rd party Database, Network, DNS, Proxy, Firewall","SAPLogServ_CL","FALSE","SAP"
"SecurityBridge Solution for SAP","SecurityBridge enhances SAP security by integrating seamlessly with Microsoft Sentinel, enabling real-time monitoring and threat detection across SAP environments. This integration allows Security Operations Centers (SOCs) to consolidate SAP security events with other organizational data, providing a unified view of the threat landscape . Leveraging AI-powered analytics and Microsoft’s Security Copilot, SecurityBridge identifies sophisticated attack patterns and vulnerabilities within SAP applications, including ABAP code scanning and configuration assessments . The solution supports scalable deployments across complex SAP landscapes, whether on-premises, in the cloud, or hybrid environments . By bridging the gap between IT and SAP security teams, SecurityBridge empowers organizations to proactively detect, investigate, and respond to threats, enhancing overall security posture.","ABAPAuditLog","FALSE","SecurityBridge"
"SenservaPro (Preview)","The SenservaPro data connector provides a viewing experience for your SenservaPro scanning logs. View dashboards of your data, use queries to hunt & explore, and create custom alerts.","SenservaPro_CL","FALSE","Senserva"
"SentinelOne","The SentinelOne data connector allows ingesting logs from the SentinelOne API into Microsoft Sentinel. The data connector is built on Microsoft Sentinel Codeless Connector Framework. It uses the SentinelOne API to fetch logs and it supports DCR-based ingestion time transformations that parses the received security data into a custom table so that queries don't need to parse it again, thus resulting in better performance.","SentinelOneActivities_CL; SentinelOneAgents_CL; SentinelOneGroups_CL; SentinelOneThreats_CL; SentinelOneAlerts_CL","FALSE","Microsoft Corporation"
"SentinelOne (using Azure Functions)","The SentinelOne data connector provides the capability to ingest common SentinelOne server objects such as Threats, Agents, Applications, Activities, Policies, Groups, and more events into Microsoft Sentinel through the REST API. Refer to API documentation: https://<SOneInstanceDomain>.sentinelone.net/api-doc/overview for more information. The connector enables event retrieval to assess potential security risks, monitor collaboration, and diagnose and troubleshoot configuration issues.","SentinelOne_CL","FALSE","Microsoft Corporation"
"Seraphic Web Security","The Seraphic Web Security data connector provides the capability to ingest Seraphic Web Security events and alerts into Microsoft Sentinel.","SeraphicWebSecurity_CL","FALSE","Seraphic Security"
"Silverfort Admin Console","The Silverfort ITDR Admin Console connector solution allows ingestion of Silverfort events and logging into Microsoft Sentinel. Silverfort provides syslog based events and logging using Common Event Format (CEF). By forwarding your Silverfort ITDR Admin Console CEF data into Microsoft Sentinel, you can take advantage of Sentinels's search & correlation, alerting, and threat intelligence enrichment on Silverfort data. Please contact Silverfort or consult the Silverfort documentation for more information.","CommonSecurityLog","TRUE","Silverfort"
"SINEC Security Guard","The SINEC Security Guard solution for Microsoft Sentinel allows you to ingest security events of your industrial networks from the SINEC Security Guard into Microsoft Sentinel","SINECSecurityGuard_CL","FALSE","Siemens AG"
"SlackAudit (via Codeless Connector Framework)","The SlackAudit data connector provides the capability to ingest Slack Audit logs into Microsoft Sentinel through the REST API. Refer to API documentation for more information.","SlackAuditV2_CL","FALSE","Microsoft Corporation"
"Snowflake (via Codeless Connector Framework) (Preview)","The Snowflake data connector provides the capability to ingest Snowflake Login History Logs , Query History Logs , User-Grant Logs , Role-Grant Logs , Load History Logs , Materialized View Refresh History Logs , Roles Logs , Tables Logs , Table Storage Metrics Logs , Users Logs into Microsoft Sentinel using the Snowflake SQL API. Refer to Snowflake SQL API documentation for more information.","SnowflakeLogin_CL; SnowflakeQuery_CL; SnowflakeUserGrant_CL; SnowflakeRoleGrant_CL; SnowflakeLoad_CL; SnowflakeMaterializedView_CL; SnowflakeRoles_CL; SnowflakeTables_CL; SnowflakeTableStorageMetrics_CL; SnowflakeUsers_CL","FALSE","Microsoft Corporation"
"Sonrai Data Connector","Use this data connector to integrate with Sonrai Security and get Sonrai tickets sent directly to Microsoft Sentinel.","Sonrai_Tickets_CL","FALSE","Sonrai Security"
"Sophos Cloud Optix","The Sophos Cloud Optix connector allows you to easily connect your Sophos Cloud Optix logs with Microsoft Sentinel, to view dashboards, create custom alerts, and improve investigation. This gives you more insight into your organization's cloud security and compliance posture and improves your cloud security operation capabilities.","SophosCloudOptix_CL","FALSE","Sophos"
"Sophos Endpoint Protection (using Azure Functions)","The Sophos Endpoint Protection data connector provides the capability to ingest Sophos events into Microsoft Sentinel. Refer to Sophos Central Admin documentation for more information.","SophosEP_CL","FALSE","Microsoft Corporation"
"Sophos Endpoint Protection (using REST API)","The Sophos Endpoint Protection data connector provides the capability to ingest Sophos events and Sophos alerts into Microsoft Sentinel. Refer to Sophos Central Admin documentation for more information.","SophosEPEvents_CL","FALSE","Microsoft Corporation"
"Symantec Integrated Cyber Defense Exchange","Symantec ICDx connector allows you to easily connect your Symantec security solutions logs with Microsoft Sentinel, to view dashboards, create custom alerts, and improve investigation. This gives you more insight into your organization’s network and improves your security operation capabilities.","SymantecICDx_CL","FALSE","Microsoft Corporation"
"Syslog via AMA","Syslog is an event logging protocol that is common to Linux. Applications will send messages that may be stored on the local machine or delivered to a Syslog collector. When the Agent for Linux is installed, it configures the local Syslog daemon to forward messages to the agent. The agent then sends the message to the workspace. Learn more >","Syslog","TRUE","Microsoft Corporation"
"Talon Insights","The Talon Security Logs connector allows you to easily connect your Talon events and audit logs with Microsoft Sentinel, to view dashboards, create custom alerts, and improve investigation.","Talon_CL","FALSE","Talon Security"
"Team Cymru Scout Data Connector (using Azure Functions)","The TeamCymruScout Data Connector allows users to bring Team Cymru Scout IP, domain and account usage data in Microsoft Sentinel for enrichment.","Cymru_Scout_Domain_Data_CL; Cymru_Scout_IP_Data_Foundation_CL; Cymru_Scout_IP_Data_Details_CL; Cymru_Scout_IP_Data_Communications_CL; Cymru_Scout_IP_Data_PDNS_CL; Cymru_Scout_IP_Data_Fingerprints_CL; Cymru_Scout_IP_Data_OpenPorts_CL; Cymru_Scout_IP_Data_x509_CL; Cymru_Scout_IP_Data_Summary_Details_CL; Cymru_Scout_IP_Data_Summary_PDNS_CL; Cymru_Scout_IP_Data_Summary_OpenPorts_CL; Cymru_Scout_IP_Data_Summary_Certs_CL; Cymru_Scout_IP_Data_Summary_Fingerprints_CL; Cymru_Scout_Account_Usage_Data_CL","FALSE","Team Cymru"
"Tenable Identity Exposure","Tenable Identity Exposure connector allows Indicators of Exposure, Indicators of Attack and trailflow logs to be ingested into Microsoft Sentinel.The different work books and data parsers allow you to more easily manipulate logs and monitor your Active Directory environment. The analytic templates allow you to automate responses regarding different events, exposures and attacks.","No Table Information available.","FALSE","Tenable"
"Tenable Vulnerability Management (using Azure Functions)","The TVM data connector provides the ability to ingest Asset, Vulnerability, Compliance, WAS assets and WAS vulnerabilities data into Microsoft Sentinel using TVM REST APIs. Refer to API documentation for more information. The connector provides the ability to get data which helps to examine potential security risks, get insight into your computing assets, diagnose configuration problems and more","Tenable_VM_Asset_CL; Tenable_VM_Vuln_CL; Tenable_VM_Compliance_CL; Tenable_WAS_Asset_CL; Tenable_WAS_Vuln_CL","FALSE","Tenable"
"Tenant-based Microsoft Defender for Cloud","Microsoft Defender for Cloud is a security management tool that allows you to detect and quickly respond to threats across Azure, hybrid, and multi-cloud workloads. This connector allows you to stream your MDC security alerts from Microsoft 365 Defender into Microsoft Sentinel, so you can can leverage the advantages of XDR correlations connecting the dots across your cloud resources, devices and identities and view the data in workbooks, queries and investigate and respond to incidents. For more information, see the Microsoft Sentinel documentation .","SecurityAlert","FALSE","Microsoft Corporation"
"TheHive Project - TheHive (using Azure Functions)","The TheHive data connector provides the capability to ingest common TheHive events into Microsoft Sentinel through Webhooks. TheHive can notify external system of modification events (case creation, alert update, task assignment) in real time. When a change occurs in the TheHive, an HTTPS POST request with event information is sent to a callback data connector URL. Refer to Webhooks documentation for more information. The connector enables event retrieval to assess potential security risks, monitor collaboration, and diagnose and troubleshoot configuration issues.","TheHive_CL","FALSE","Microsoft Corporation"
"Theom","Theom Data Connector enables organizations to connect their Theom environment to Microsoft Sentinel. This solution enables users to receive alerts on data security risks, create and enrich incidents, check statistics and trigger SOAR playbooks in Microsoft Sentinel","TheomAlerts_CL","FALSE","Theom"
"Threat intelligence - TAXII","Microsoft Sentinel integrates with TAXII 2.0 and 2.1 data sources to enable monitoring, alerting, and hunting using your threat intelligence. Use this connector to send the supported STIX object types from TAXII servers to Microsoft Sentinel. Threat indicators can include IP addresses, domains, URLs, and file hashes. For more information, see the Microsoft Sentinel documentation > .","ThreatIntelligenceIndicator","FALSE","Microsoft Corporation"
"Threat Intelligence Platforms","Microsoft Sentinel integrates with Microsoft Graph Security API data sources to enable monitoring, alerting, and hunting using your threat intelligence. Use this connector to send threat indicators to Microsoft Sentinel from your Threat Intelligence Platform (TIP), such as Threat Connect, Palo Alto Networks MindMeld, MISP, or other integrated applications. Threat indicators can include IP addresses, domains, URLs, and file hashes. For more information, see the Microsoft Sentinel documentation > .","ThreatIntelligenceIndicator","FALSE","Microsoft Corporation"
"Threat Intelligence Upload API (Preview)","Microsoft Sentinel offers a data plane API to bring in threat intelligence from your Threat Intelligence Platform (TIP), such as Threat Connect, Palo Alto Networks MineMeld, MISP, or other integrated applications. Threat indicators can include IP addresses, domains, URLs, file hashes and email addresses. For more information, see the Microsoft Sentinel documentation .","ThreatIntelligenceIndicator","FALSE","Microsoft Corporation"
"Transmit Security Connector (using Azure Functions)","The Transmit Security data connector provides the capability to ingest common Transmit Security API events into Microsoft Sentinel through the REST API. Refer to API documentation for more information . The connector enables event retrieval to assess potential security risks, monitor collaboration, and diagnose and troubleshoot configuration issues.","TransmitSecurityActivity_CL","FALSE","Transmit Security"
"Trend Vision One (using Azure Functions)","The Trend Vision One connector allows you to easily connect your Workbench alert data with Microsoft Sentinel to view dashboards, create custom alerts, and to improve monitoring and investigation capabilities. This gives you more insight into your organization's networks/systems and improves your security operation capabilities. The Trend Vision One connector is supported in Microsoft Sentinel in the following regions: Australia East, Australia Southeast, Brazil South, Canada Central, Canada East, Central India, Central US, East Asia, East US, East US 2, France Central, Japan East, Korea Central, North Central US, North Europe, Norway East, South Africa North, South Central US, Southeast Asia, Sweden Central, Switzerland North, UAE North, UK South, UK West, West Europe, West US, West US 2, West US 3.","TrendMicro_XDR_WORKBENCH_CL; TrendMicro_XDR_RCA_Task_CL; TrendMicro_XDR_RCA_Result_CL; TrendMicro_XDR_OAT_CL","FALSE","Trend Micro"
